from,to,fromModule,toModule,Distance
FSTOCK,INAG,Agriculture,Agriculture,341
AGX,INAG,Agriculture,Agriculture,86
AGM,INAG,Agriculture,Agriculture,86
IDS,INAG,Economy,Agriculture,0
POP,INCOMELT110LN,Demography,Sociopolitical,0
GINIDOM,INCOMELT110LN,Sociopolitical,Sociopolitical,13
C,INCOMELT110LN,Economy,Sociopolitical,3
PPPCONV,INCOMELT110LN,Economy,Sociopolitical,27
INCOMELT310LN,INCOMELT110LN,Sociopolitical,Sociopolitical,513
INCOMELT190LN,INCOMELT110LN,Sociopolitical,Sociopolitical,545
POP,INCOMELT125CS2005,Demography,Sociopolitical,0
GDPPCP,INCOMELT125CS2005,Economy,Sociopolitical,3
GINIDOM,INCOMELT125CS2005,Sociopolitical,Sociopolitical,3
POP,INCOMELT125LN2005,Demography,Sociopolitical,0
incpovlev,INCOMELT125LN2005,Economy,Sociopolitical,1
nsnaratm,INCOMELT125LN2005,Economy,Sociopolitical,2
GINIDOM,INCOMELT125LN2005,Sociopolitical,Sociopolitical,4
C,INCOMELT125LN2005,Economy,Sociopolitical,3
NSNARAT,INCOMELT125LN2005,Economy,Sociopolitical,465
PPPCONV,INCOMELT125LN2005,Economy,Sociopolitical,6
INCOMELT200CS2005,INCOMELT125LN2005,Sociopolitical,Sociopolitical,509
INCOMELT125CS2005,INCOMELT125LN2005,Sociopolitical,Sociopolitical,0
POP,INCOMELT190LN,Demography,Sociopolitical,0
GINIDOM,INCOMELT190LN,Sociopolitical,Sociopolitical,4
C,INCOMELT190LN,Economy,Sociopolitical,3
PPPCONV,INCOMELT190LN,Economy,Sociopolitical,18
INCOMELT310LN,INCOMELT190LN,Sociopolitical,Sociopolitical,504
POP,INCOMELT200CS2005,Demography,Sociopolitical,0
GDPPCP,INCOMELT200CS2005,Economy,Sociopolitical,3
GINIDOM,INCOMELT200CS2005,Sociopolitical,Sociopolitical,3
POP,INCOMELT200LN2005,Demography,Sociopolitical,0
GINIDOM,INCOMELT200LN2005,Sociopolitical,Sociopolitical,10
C,INCOMELT200LN2005,Economy,Sociopolitical,9
nsnaratm,INCOMELT200LN2005,Economy,Sociopolitical,3
PPPCONV,INCOMELT200LN2005,Economy,Sociopolitical,12
INCOMELT200CS2005,INCOMELT200LN2005,Sociopolitical,Sociopolitical,515
POP,INCOMELT310LN,Demography,Sociopolitical,0
GINIDOM,INCOMELT310LN,Sociopolitical,Sociopolitical,7
C,INCOMELT310LN,Economy,Sociopolitical,6
PPPCONV,INCOMELT310LN,Economy,Sociopolitical,21
AGDEM,INDEM,Agriculture,Agriculture,4
FSTOCK,INDEM,Agriculture,Agriculture,6
AGP,INDEM,Agriculture,Agriculture,21
AGX,INDEM,Agriculture,Agriculture,20
AGM,INDEM,Agriculture,Agriculture,20
FDEM,INDEM,Agriculture,Agriculture,0
POP,INDEM,Demography,Agriculture,0
WAP,INDEM,Agriculture,Agriculture,0
elascd,INDEM,Agriculture,Agriculture,0
WEP,INDEM,Energy,Agriculture,0
elagind,INDEM,Agriculture,Agriculture,1
indemm,INDEM,Agriculture,Agriculture,0
GDPPCP,INDEM,Economy,Agriculture,1
FIRMTAX,INDIRECTTAX,Economy,Economy,3
FIRMGOVSS,INDIRECTTAX,Economy,Economy,3
FIRMINC,INDIRECTTAX,Economy,Economy,3
govrevtrgtval,INDIRECTTAX,Economy,Economy,4
govrevtrgtyr,INDIRECTTAX,Economy,Economy,4
HHTAX,INDIRECTTAX,Economy,Economy,6
HHGOVSS,INDIRECTTAX,Economy,Economy,7
VADD,INDIRECTTAX,Economy,Economy,1055
WP,INDIRECTTAX,Economy,Economy,1055
GDP,INDIRECTTAX,Economy,Economy,1361
HHINC,INDIRECTTAX,Economy,Economy,0
INDIRECTTAXR,INDIRECTTAX,Economy,Economy,0
indirecttaxrm,INDIRECTTAX,Economy,Economy,0
govrevm,INDIRECTTAX,Economy,Economy,0
govrevtrgtval,INDIRECTTAXR,Economy,Economy,9
govrevtrgtyr,INDIRECTTAXR,Economy,Economy,9
HHTAX,INDIRECTTAXR,Economy,Economy,11
FIRMTAX,INDIRECTTAXR,Economy,Economy,11
INDIRECTTAX,INDIRECTTAXR,Economy,Economy,11
HHGOVSS,INDIRECTTAXR,Economy,Economy,12
FIRMGOVSS,INDIRECTTAXR,Economy,Economy,12
VADD,INDIRECTTAXR,Economy,Economy,1060
WP,INDIRECTTAXR,Economy,Economy,1060
GDP,INDIRECTTAXR,Economy,Economy,1366
taxinfadjm,INDIRECTTAXR,Economy,Economy,1
GDPSHADOWSHR,INDIRECTTAXR,Economy,Economy,267
gdpshadowon,INDIRECTTAXR,Interstate,Economy,267
GDPPCP,INDIRECTTAXR,Economy,Economy,270
POP,INFMOR,Demography,Demography,38
DEATHS,INFMOR,Demography,Demography,49
EDYRSAG25,INFMOR,Education,Demography,473
GOVCORRUPT,INFMOR,Economy,Demography,473
SFINTLWARMAG,INFMOR,Sociopolitical,Demography,473
hlmortcdadltm,INFMOR,Other,Demography,63
svtohlsw,INFMOR,Other,Demography,63
birthmshr,INFMOR,Demography,Demography,0
tmortr2,INFMOR,Demography,Demography,20
tmortr,INFMOR,Demography,Demography,21
GDPPCP,INFMOR,Economy,Demography,278
LIFEXP,INFMOR,Demography,Demography,37
CIVDM,INFMOR,Interstate,Demography,22
mortm,INFMOR,Demography,Demography,23
MORTMG,INFMOR,Sociopolitical,Demography,23
I,INFMOR,Economy,Demography,452
migrateinm,INFMOR,Demography,Demography,518
migratebalancesw,INFMOR,Economy,Demography,480
contiguity,INFMOR,Interstate,Demography,548
migrateoutm,INFMOR,Demography,Demography,518
INFMOR,infmormax,Demography,Sociopolitical,24
wpindsw,INFRABUDDEMMNT,Interstate,Other,0
infrainvmaintpubshrm,INFRABUDDEMMNT,Other,Other,0
INFRAINVESTMAINT,INFRABUDDEMMNT,Other,Other,0
infrainvnewpubshrm,INFRABUDDEMNEW,Other,Other,0
INFRAINVESTNEW,INFRABUDDEMNEW,Other,Other,0
ENELECSHRENDEM,INFRAELEC,Infrastructure,Other,1
ENDEM,INFRAELEC,Energy,Other,1
POP,INFRAELEC,Demography,Other,1
enconv,INFRAELEC,Energy,Other,3
ENDEMSH,INFRAELEC,Energy,Other,231
POPURBAN,INFRAELECACC,Demography,Other,0
HHSIZE,INFRAELECACC,Demography,Other,0
infraelecaccm,INFRAELECACC,Other,Other,0
infraelecaccsetar,INFRAELECACC,Other,Other,0
infraelecacctrgtyr,INFRAELECACC,Other,Other,0
infraelecacctrgtval,INFRAELECACC,Other,Other,1
GOVEFFECT,INFRAELECACC,Other,Other,6
infraelecaccseyrtar,INFRAELECACC,Other,Other,3
POP,INFRAELECACC,Demography,Other,0
INFRAELECACC,INFRAELECACCDEM,Other,Other,0
POPURBAN,INFRAELECACCDEM,Demography,Other,0
infraelecaccruralcostm,INFRAELECACCRURALCOST,Other,Other,0
infraelecaccurbancostm,INFRAELECACCURBANCOST,Other,Other,0
INFRAELECPROD,INFRAELECADJFACT,Other,Other,0
INFRAELECGENCAP,INFRAELECADJFACT,Other,Other,0
POP,INFRAELECADJFACT,Demography,Other,0
GDPR,INFRAELECADJFACT,Economy,Other,2
INFRAELEC,INFRAELECCONSPRODRATIO,Other,Other,0
POP,INFRAELECCONSPRODRATIO,Demography,Other,0
INFRAELECPROD,INFRAELECCONSPRODRATIO,Other,Other,0
INFRAELECTRANLOSS,INFRAELECCONSPRODRATIO,Other,Other,0
POP,INFRAELECGENCAP,Demography,Other,0
infraelecgencapm,INFRAELECGENCAP,Other,Other,0
GDPR,INFRAELECGENCAP,Economy,Other,254
infrateledtfp,INFRAELECGENCAP,Other,Other,102
INFRAELECCONSPRODRATIO,INFRAELECGENCAP,Other,Other,6
INFRAELECADJFACT,INFRAELECGENCAP,Other,Other,7
INFRAELECTRANLOSS,INFRAELECGENCAP,Other,Other,8
INFRAELEC,INFRAELECGENCAP,Other,Other,10
INFRAELECPROD,INFRAELECGENCAP,Other,Other,247
GDPPCP,INFRAELECGENCAP,Economy,Other,247
INFRAELECGENCAP,INFRAELECGENCAPDEM,Other,Other,0
infraelecgencostm,INFRAELECGENCOST,Other,Other,0
INFRAELECGENCAP,INFRAELECPROD,Other,Other,0
INFRAELECADJFACT,INFRAELECPROD,Other,Other,0
infraelectranlossm,INFRAELECTRANLOSS,Other,Other,0
extmafuncelectran,INFRAELECTRANLOSS,Other,Other,1
extmaposnelectran,INFRAELECTRANLOSS,Other,Other,1
extmaposnconvtimeelectran,INFRAELECTRANLOSS,Other,Other,1
GOVREGQUAL,INFRAELECTRANLOSS,Other,Other,3
GDPPCP,INFRAELECTRANLOSS,Economy,Other,3
infraindeleccompwt,INFRAINDELEC,Other,Other,0
INFRAINDELECCOMPMEANI,INFRAINDELEC,Other,Other,1
INFRAINDELECCOMPSDI,INFRAINDELEC,Other,Other,1
ENELECSHRENDEM,INFRAINDELEC,Infrastructure,Other,2
infraindwatsancompwt,INFRAINDELEC,Other,Other,26
infraindictcompwt,INFRAINDICT,Other,Other,0
ictmobilsaturation,INFRAINDICT,Other,Other,1
ICTBROADMOBIL,INFRAINDICT,Other,Other,1
infraindtrancompwt,INFRAINDICT,Other,Other,10
infraindeleccompwt,INFRAINDICT,Other,Other,12
infraindwatsancompwt,INFRAINDICT,Other,Other,14
infraindictcompwt,INFRAINDICTDEM,Other,Other,0
ictmobilsaturation,INFRAINDICTDEM,Other,Other,1
ICTBROADMOBILDEM,INFRAINDICTDEM,Other,Other,1
infraindtrancompwt,INFRAINDICTDEM,Other,Other,64
infraindeleccompwt,INFRAINDICTDEM,Other,Other,66
infraindwatsancompwt,INFRAINDICTDEM,Other,Other,68
INFRAINDICT,INFRAINDICTDEM,Other,Other,0
infraindictzcompwt,INFRAINDICTZ,Other,Other,0
INFRAINDICTZCOMPMEANI,INFRAINDICTZ,Other,Other,1
INFRAINDICTZCOMPSDI,INFRAINDICTZ,Other,Other,1
ICTBROADMOBIL,INFRAINDICTZ,Other,Other,2
infraindictcompwt,INFRAINDICTZ,Other,Other,26
infraindtrancompwt,INFRAINDICTZ,Other,Other,28
infraindeleccompwt,INFRAINDICTZ,Other,Other,30
infraindwatsancompwt,INFRAINDICTZ,Other,Other,32
INFRAINDTRAN,INFRAINDTRAD,Other,Other,0
INFRAINDELEC,INFRAINDTRAD,Other,Other,0
INFRAINDWATSAN,INFRAINDTRAD,Other,Other,0
infraindtrancompwt,INFRAINDTRADDEM,Other,Other,12
infraindeleccompwt,INFRAINDTRADDEM,Other,Other,6
infraindwatsancompwt,INFRAINDTRADDEM,Other,Other,1
INFRAINDTRANCOMPMEANI,INFRAINDTRADDEM,Other,Other,13
INFRAINDTRANCOMPSDI,INFRAINDTRADDEM,Other,Other,13
INFRAINDELECCOMPMEANI,INFRAINDTRADDEM,Other,Other,7
INFRAINDELECCOMPSDI,INFRAINDTRADDEM,Other,Other,7
INFRAINDWATSANCOMPMEANI,INFRAINDTRADDEM,Other,Other,2
INFRAINDWATSANCOMPSDI,INFRAINDTRADDEM,Other,Other,2
INFRAROADPAVEDPCNTDEM,INFRAINDTRADDEM,Other,Other,14
WATWASTETREATDEM,INFRAINDTRADDEM,Other,Other,3
ENELECSHRENDEM,INFRAINDTRADDEM,Infrastructure,Other,34
INFRAINDTRAD,INFRAINDTRADDEM,Other,Other,0
GDPPCP,INFRAINDTRADEXP,Economy,Other,1
infraindtrancompwt,INFRAINDTRAN,Other,Other,0
INFRAINDTRANCOMPMEANI,INFRAINDTRAN,Other,Other,1
INFRAINDTRANCOMPSDI,INFRAINDTRAN,Other,Other,1
INFRAROADPAVEDPCNT,INFRAINDTRAN,Other,Other,2
infraindeleccompwt,INFRAINDTRAN,Other,Other,18
infraindwatsancompwt,INFRAINDTRAN,Other,Other,20
infraindwatsancompwt,INFRAINDWATSAN,Other,Other,0
INFRAINDWATSANCOMPMEANI,INFRAINDWATSAN,Other,Other,1
INFRAINDWATSANCOMPSDI,INFRAINDWATSAN,Other,Other,1
WATWASTETREAT,INFRAINDWATSAN,Other,Other,2
WATWASTETREAT,INFRAINVESTMAINT,Other,Other,0
WATWASTETREATCOST,INFRAINVESTMAINT,Other,Other,0
watwastetreatlife,INFRAINVESTMAINT,Other,Other,256
GDP,INFRAINVESTMAINTPUB,Economy,Other,22
infrainvmaintpubshrm,INFRAINVESTMAINTPUB,Other,Other,16
INFRAINVESTNEWPUB,INFRAINVESTMAINTPUB,Other,Other,3
infrainvnewpubshrm,INFRAINVESTMAINTPUB,Other,Other,17
INFRAINVESTMAINT,INFRAINVESTMAINTPUB,Other,Other,76
GDS,INFRAINVESTMAINTPUB,Sociopolitical,Other,474
INFRAINVESTNEW,INFRAINVESTMAINTPUB,Other,Other,77
WATWASTETREATCOST,INFRAINVESTNEW,Other,Other,0
WATWASTETREAT,INFRAINVESTNEW,Other,Other,2
POP,INFRAINVESTNEW,Demography,Other,2
GDP,INFRAINVESTNEWPUB,Economy,Other,21
INFRAINVESTMAINTPUB,INFRAINVESTNEWPUB,Other,Other,1
GDS,INFRAINVESTNEWPUB,Sociopolitical,Other,473
infrainvnewpubshrm,INFRAINVESTNEWPUB,Other,Other,3
INFRAINVESTNEW,INFRAINVESTNEWPUB,Other,Other,69
infrainvmaintpubshrm,INFRAINVESTNEWPUB,Other,Other,8
INFRAINVESTMAINT,INFRAINVESTNEWPUB,Other,Other,68
NUMNWP,INFRANET,Sociopolitical,Other,0
POP,INFRANET,Demography,Other,0
infranetm,INFRANET,Other,Other,0
LANDAREA,INFRAROAD,Other,Other,0
INFRAROADPAVEDPCNT,INFRAROAD,Other,Other,2
infraroadraitrgtyr,INFRAROAD,Other,Other,5
infraroadraisetar,INFRAROAD,Other,Other,5
INFRAROADDEM,INFRAROAD,Other,Other,0
INFRAROADRAI,INFRAROAD,Other,Other,0
infraroadraitrgtval,INFRAROAD,Other,Other,309
GDPP,INFRAROAD,Economy,Other,28
infraroadraiseyrtar,INFRAROAD,Other,Other,15
POP,INFRAROAD,Demography,Other,310
infraroadm,INFRAROAD,Other,Other,0
mfpconv,INFRAROAD,Economy,Other,0
extmafuncroad,INFRAROAD,Other,Other,1
extmaposnroad,INFRAROAD,Other,Other,1
extmaposnconvtimeroad,INFRAROAD,Other,Other,1
INFRAROAD,INFRAROADDEM,Other,Other,0
infraroadpavedcostm,INFRAROADPAVEDCOST,Other,Other,0
LANDAREA,INFRAROADPAVEDPCNT,Other,Other,3
INFRAROAD,INFRAROADPAVEDPCNT,Other,Other,3
infraroadraitrgtyr,INFRAROADPAVEDPCNT,Other,Other,6
infraroadraisetar,INFRAROADPAVEDPCNT,Other,Other,6
infraroadpavedpcntm,INFRAROADPAVEDPCNT,Other,Other,0
GDPPCP,INFRAROADPAVEDPCNT,Economy,Other,11
POP,INFRAROADPAVEDPCNT,Demography,Other,11
extmafuncroadpaved,INFRAROADPAVEDPCNT,Other,Other,2
extmaposnroadpaved,INFRAROADPAVEDPCNT,Other,Other,2
extmaposnconvtimeroadpaved,INFRAROADPAVEDPCNT,Other,Other,2
INFRAROADPAVEDPCNT,INFRAROADPAVEDPCNTDEM,Other,Other,0
GDPP,INFRAROADRAI,Economy,Other,5
LANDAREA,INFRAROADRAI,Other,Other,5
INFRAROAD,INFRAROADRAI,Other,Other,4
POP,INFRAROADRAI,Demography,Other,622
infraroadraitrgtyr,INFRAROADRAI,Other,Other,3
infraroadraitrgtval,INFRAROADRAI,Other,Other,305
infraroadraisetar,INFRAROADRAI,Other,Other,13
infraroadraiseyrtar,INFRAROADRAI,Other,Other,13
INFRAROADRAI,INFRAROADRAIDEM,Other,Other,0
LANDAREA,INFRAROADTOTAL,Other,Other,0
INFRAROAD,INFRAROADTOTAL,Other,Other,0
infraroadunpavedcostm,INFRAROADUNPAVEDCOST,Other,Other,0
POP,INFRATELE,Demography,Other,0
infratelem,INFRATELE,Other,Other,0
igdpr,INFRATELE,Economy,Other,312
infrateledtfp,INFRATELE,Other,Other,5
GDPPCP,INFRATELE,Economy,Other,15
infratelecostm,INFRATELECOST,Other,Other,0
INFRATELE,INFRATELEDEM,Other,Other,0
mfpconv,INFRATELEOLD,Economy,Other,0
GDPPCP,INFRATELEOLD,Economy,Other,1
dstl,INTR,Economy,Economy,4
ST,INTR,Economy,Economy,5
GDPPOT,INTR,Other,Economy,111
ZS,INTR,Economy,Economy,183
MS,INTR,Economy,Economy,353
GDP,INTR,Economy,Economy,372
IGCF,INVS,Economy,Economy,0
PFD,INVS,Economy,Economy,7
MS,INVS,Economy,Economy,7
ST,INVS,Economy,Economy,341
CS,INVS,Economy,Economy,8
GS,INVS,Economy,Economy,8
XS,INVS,Economy,Economy,8
IGCF,IRA,Economy,Economy,0
GDPRPA,IRA,Economy,Economy,94
elasit,IRA,Economy,Economy,94
VADD,IRA,Economy,Economy,1268
WP,IRA,Economy,Economy,1268
GDP,IRA,Economy,Economy,1574
IDS,KAG,Economy,Agriculture,0
IALK,KAG,Agriculture,Agriculture,0
lks,KAG,Economy,Agriculture,0
I,KAG,Economy,Agriculture,8
GDP,KAG,Economy,Agriculture,8
CIVDM,KAG,Interstate,Agriculture,0
INAG,KAG,Agriculture,Agriculture,96
agon,KAG,Agriculture,Agriculture,96
ECONFREE,KNENVINDEX,Sociopolitical,Other,13
FREEDOM,KNENVINDEX,Sociopolitical,Other,12
GOVREGQUAL,KNENVINDEX,Other,Other,11
XRPA,KNEXTINDEX,Economy,Other,4
MRPA,KNEXTINDEX,Economy,Other,4
GDPPOT,KNEXTINDEX,Other,Other,4
XFDISTOCK,KNEXTINDEX,Economy,Other,2
XFDISTOUT,KNEXTINDEX,Economy,Other,2
LIT,KNHCINDEX,Education,Other,19
EDSECPER,KNHCINDEX,Education,Other,18
INFRATELE,KNICTINDEX,Other,Other,18
ICTMOBIL,KNICTINDEX,Other,Other,17
ICTBROAD,KNICTINDEX,Other,Other,16
ICTCOMPUTERS,KNICTINDEX,Other,Other,15
RANDDEXP,KNINNOVINDEX,Economy,Other,15
EDTERGRATE,KNINNOVINDEX,Education,Other,14
EDTERGRSCIEN,KNINNOVINDEX,Education,Other,14
RANDDEXP,KNOWSOC,Economy,Other,2
EDTERGRATE,KNOWSOC,Education,Other,1
KNEXTINDEX,KNTOTALINDEX,Other,Other,0
KNHCINDEX,KNTOTALINDEX,Other,Other,0
KNICTINDEX,KNTOTALINDEX,Other,Other,0
KNINNOVINDEX,KNTOTALINDEX,Other,Other,0
KNENVINDEX,KNTOTALINDEX,Other,Other,0
IDS,KS,Economy,Economy,0
lks,KS,Economy,Economy,4
IGCF,KS,Economy,Economy,7
GDP,KS,Economy,Economy,7
CIVDM,KS,Interstate,Economy,0
POP,LAB,Demography,Economy,0
LABPARR,LAB,Economy,Economy,0
LAPOPR,LAB,Economy,Economy,0
labcoeffsm,LABCOEFFS,Economy,Economy,0
igdpr,LABCOEFFS,Economy,Economy,9
gdprext,LABCOEFFS,Other,Economy,9
LAB,LABCOEFFS,Economy,Economy,11
LABS,LABDEMS,Economy,Economy,0
LAB,LABDEMS,Economy,Economy,0
VADD,LABDEMS,Economy,Economy,207
LABCOEFFS,LABDEMS,Economy,Economy,207
igdpr,LABDEMS,Economy,Economy,0
labdemsm,LABDEMS,Economy,Economy,0
LABEMPS,LABDEMS,Economy,Economy,188
LABDEMS,LABEMPS,Economy,Economy,0
infinformcoeffintercept,LABINFORMPCNTINF,Other,Economy,1
infinformcoefflabinf,LABINFORMPCNTINF,Other,Economy,1
LABINFORMSHR,LABINFORMPCNTINF,Economy,Economy,1
LABINFORMPCNTINF,LABINFORMPCNTNONINF,Economy,Economy,0
labinformshrm,LABINFORMSHR,Economy,Economy,0
labinformcoeffintercept,LABINFORMSHR,Infrastructure,Economy,2
labinformcoeffed,LABINFORMSHR,Infrastructure,Economy,2
EDYRSAG15,LABINFORMSHR,Education,Economy,2
labinformcoeffhhtrn,LABINFORMSHR,Infrastructure,Economy,2
GOVHHTRN,LABINFORMSHR,Economy,Economy,2
labinformcoeffbus,LABINFORMSHR,Infrastructure,Economy,2
GOVBUSREGIND,LABINFORMSHR,Economy,Economy,2
labinformcoefftax,LABINFORMSHR,Infrastructure,Economy,2
FIRMTAXR,LABINFORMSHR,Economy,Economy,2
GDP,LABINFORMSHR,Economy,Economy,3
GOVEXP,LABINFORMSHR,Economy,Economy,216
GOVCON,LABINFORMSHR,Economy,Economy,216
POP,LABPARR,Demography,Economy,0
labretagem,LABPARR,Demography,Economy,0
labparm,LABPARR,Economy,Economy,0
labmarketsw,LABPARR,Economy,Economy,0
LABWAGEIND,LABPARR,Economy,Economy,24
POPWORKING,LABPARR,Demography,Economy,12
POPGT65,LABPARR,Demography,Economy,12
LAB,LABS,Economy,Economy,0
LABUNEMPR,LABS,Economy,Economy,2
LABDEMS,LABS,Economy,Economy,0
labmarketsw,LABS,Economy,Economy,0
LAB,LABSUP,Economy,Economy,0
GDPPCP,LABSUP,Economy,Economy,521
EDYRSAG15,LABSUP,Education,Economy,3
LAB,LABUNEMPR,Economy,Economy,0
LABDEMS,LABUNEMPR,Economy,Economy,4
VADD,LABUNEMPR,Economy,Economy,196
LABCOEFFS,LABUNEMPR,Economy,Economy,196
LABEMPS,LABWAGES,Economy,Economy,0
VADD,LABWAGES,Economy,Economy,3
salpha,LABWAGES,Economy,Economy,28
CDALF,LABWAGES,Economy,Economy,30
LABWAGESSHRSKL,LABWAGES,Economy,Economy,0
LANDIRAREAEQUIP,LANDIRAREAACTUAL,Other,Other,0
landirareaactualm,LANDIRAREAACTUAL,Other,Other,0
LANDIRAREASAT,LANDIRAREAEQUIP,Other,Other,0
LD,LANDIRAREAEQUIP,Agriculture,Other,0
landirareaequipm,LANDIRAREAEQUIP,Other,Other,0
WATPRICE,LANDIRAREAEQUIP,Energy,Other,0
landirareaequipelas,LANDIRAREAEQUIP,Other,Other,0
FPRI,LANDIRAREAEQUIP,Agriculture,Other,0
ENVPRCHG,LANDIRAREAEQUIP,Environment,Other,4
LANDIRAREAEQUIP,LANDIRAREAEQUIPDEM,Other,Other,0
landircostm,LANDIRCOST,Other,Other,0
lapoprm,LAPOPR,Economy,Economy,0
LABWAGEIND,LAPOPR,Economy,Economy,13
labretagem,LAPOPR,Demography,Economy,0
POPWORKING,LAPOPR,Demography,Economy,2
POPGT65,LAPOPR,Demography,Economy,2
FEMSHRLAB,LAPOPR,Economy,Economy,0
LIFEXPHLM,LIFEXP,Demography,Demography,0
I,LIFEXP,Economy,Demography,1795
DEATHS,LIFEXP,Demography,Demography,1795
POP,LIFEXP,Demography,Demography,1795
migrateinm,LIFEXP,Demography,Demography,1861
migratebalancesw,LIFEXP,Economy,Demography,1823
contiguity,LIFEXP,Interstate,Demography,1891
migrateoutm,LIFEXP,Demography,Demography,1862
MIGRANTS,LIFEXP,Demography,Demography,1835
POP15TO65,LIFEXP,Demography,Demography,1835
POPFOREIGNIN,LIFEXP,Demography,Demography,1835
tmortr2,LIFEXP,Demography,Demography,41
tmortr,LIFEXP,Demography,Demography,42
GDPPCP,LIFEXP,Economy,Demography,299
CIVDM,LIFEXP,Interstate,Demography,43
mortm,LIFEXP,Demography,Demography,44
MORTMG,LIFEXP,Sociopolitical,Demography,44
mortconv,LIFEXP,Demography,Demography,230
AIDSDTHS,LIFEXP,Demography,Demography,233
GDS,LIFEXP,Sociopolitical,Demography,20
GDP,LIFEXP,Economy,Demography,20
POP,LIFEXPHLM,Demography,Demography,3758
DEATHS,LIFEXPHLM,Demography,Demography,26
EDYRSAG25,LIFEXPHLM,Education,Demography,450
GOVCORRUPT,LIFEXPHLM,Economy,Demography,450
SFINTLWARMAG,LIFEXPHLM,Sociopolitical,Demography,450
hlmortcdadltm,LIFEXPHLM,Other,Demography,40
svtohlsw,LIFEXPHLM,Other,Demography,40
tmortr2,LIFEXPHLM,Demography,Demography,1358
tmortr,LIFEXPHLM,Demography,Demography,1359
GDPPCP,LIFEXPHLM,Economy,Demography,1616
LIFEXP,LIFEXPHLM,Demography,Demography,1375
CIVDM,LIFEXPHLM,Interstate,Demography,1360
XRESERVES,LIQUIDITY,Economy,Economy,0
CURACT,LIQUIDITY,Economy,Economy,0
GDPPOT,LIQUIDITY,Other,Economy,2
govfinconv,LIQUIDITY,Economy,Economy,5
keqshr,lks,Other,Economy,0
slr,LVHERD,Agriculture,Agriculture,0
AGP,LVHERD,Agriculture,Agriculture,3
AGPMILKEGGS,LVHERD,Agriculture,Agriculture,1
aglossprodm,LVHERD,Agriculture,Agriculture,4
MS,M,Economy,Economy,0
MALNCHP,MALNCHIL,Demography,Demography,0
POP,MALNCHIL,Demography,Demography,1
samtomalnchpsw,MALNCHP,Demography,Demography,0
MALNCHPSAM,MALNCHP,Demography,Demography,1
malnchpsamm,MALNCHP,Demography,Demography,1
malnm,MALNCHP,Demography,Demography,2
malnconv,MALNCHP,Demography,Demography,3
CLPC,MALNCHP,Agriculture,Demography,38
EDYRSAG25,MALNCHP,Education,Demography,8
GOVCORRUPT,MALNCHP,Economy,Demography,8
SFINTLWARMAG,MALNCHP,Sociopolitical,Demography,8
I,MALNCHP,Economy,Demography,1351
DEATHS,MALNCHP,Demography,Demography,1351
POP,MALNCHP,Demography,Demography,1351
WATSAFE,MALNCHP,Other,Demography,37
SANITATION,MALNCHP,Other,Demography,37
migrateinm,MALNCHP,Demography,Demography,1417
migratebalancesw,MALNCHP,Economy,Demography,1379
contiguity,MALNCHP,Interstate,Demography,1447
migrateoutm,MALNCHP,Demography,Demography,1418
malnhldsw,MALNCHP,Demography,Demography,0
MALNCHP,MALNCHPSAM,Demography,Demography,0
SAMADMISSION,MALNCHPSAM,Demography,Demography,0
SAMAVERTED,MALNCHPSAM,Demography,Demography,0
samadmissionadd,MALNCHPSAM,Demography,Demography,11
samadmissionm,MALNCHPSAM,Demography,Demography,11
samavertedm,MALNCHPSAM,Demography,Demography,5
malnchpsamm,MALNCHPSAM,Demography,Demography,1
malnm,MALNCHPSAM,Demography,Demography,4
malnconv,MALNCHPSAM,Demography,Demography,5
CLPC,MALNCHPSAM,Agriculture,Demography,40
EDYRSAG25,MALNCHPSAM,Education,Demography,10
GOVCORRUPT,MALNCHPSAM,Economy,Demography,10
SFINTLWARMAG,MALNCHPSAM,Sociopolitical,Demography,10
I,MALNCHPSAM,Economy,Demography,1353
DEATHS,MALNCHPSAM,Demography,Demography,1353
POP,MALNCHPSAM,Demography,Demography,1353
WATSAFE,MALNCHPSAM,Other,Demography,39
SANITATION,MALNCHPSAM,Other,Demography,39
migrateinm,MALNCHPSAM,Demography,Demography,1419
migratebalancesw,MALNCHPSAM,Economy,Demography,1381
contiguity,MALNCHPSAM,Interstate,Demography,1449
migrateoutm,MALNCHPSAM,Demography,Demography,1420
MALNCHPSAM,MALNCHPSAMINC,Demography,Demography,0
malnchpsamadj,MALNCHPSAMINC,Demography,Demography,0
SAMADMISSION,MALNCHPSAMINC,Demography,Demography,0
SAMAVERTED,MALNCHPSAMINC,Demography,Demography,0
MALNCHP,MALNCHPSH,Demography,Demography,0
I,MALNCHPSH,Economy,Demography,586
DEATHS,MALNCHPSH,Demography,Demography,586
POP,MALNCHPSH,Demography,Demography,586
migrateinm,MALNCHPSH,Demography,Demography,652
migratebalancesw,MALNCHPSH,Economy,Demography,614
contiguity,MALNCHPSH,Interstate,Demography,682
migrateoutm,MALNCHPSH,Demography,Demography,653
MIGRANTS,MALNCHPSH,Demography,Demography,626
POP15TO65,MALNCHPSH,Demography,Demography,626
POPFOREIGNIN,MALNCHPSH,Demography,Demography,626
CLPC,MALNCHPSH,Agriculture,Demography,0
EDSECENRG,MALNCHPSH,Education,Demography,0
WATSAFE,MALNCHPSH,Other,Demography,0
LIFEXP,MALNCHPSH,Demography,Demography,1
malnconv,MALNPOPP,Demography,Demography,4
